OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,DateUpdate,SiteReferenceAlternate,Easting,Northing,Planning_Ref,BoundRef
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01469,,"""Land at Arthur Street Stanningley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01469,ETRS89,-1.65894338,53.80826948,1.45,not owned by a public authority,yes,permissioned,outline planning permission,11/08/2017,,,48,"Outline application for residential development, including demolition of existing buildings and ceasing of commercial use",,,48,48,,,,21/12/2020,20/12/2022,5159,422457,434742,16/02043/OT,SHL014692
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01471,,"""Grove Park Care Home Grove Lane Meanwood""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01471,ETRS89,-1.56326671,53.82362210,0.36,not owned by a public authority,,not permissioned,,,,,77,,,,77,77,,,,11/07/2016,20/12/2022,5161,428746,436484,,SHL014711
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01486,,"""29 - 31 Moor Road, Headingley, Leeds, LS6 4BG""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01486,ETRS89,-1.57781124,53.82805038,0.95,not owned by a public authority,,not permissioned,,,,,32,,,,32,32,,,,11/07/2016,20/12/2022,5176,427785,436971,,SHL014861
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01498,,"""13 - 17 Shaw Lane, Meanwood, Leeds, LS6 4DH""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01498,ETRS89,-1.57536613,53.82557103,0.29,not owned by a public authority,yes,permissioned,full planning permission,13/01/2015,,,17,Change of use with three storey rear extension of building from 17No. student flats and restaurant to 14No. residential flats,,,17,17,,,,11/07/2016,20/12/2022,5188,427948,436696,14/03956/FU,SHL014981
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01501,,"""Summerfield Court Residential Home, Britannia Road
Morley, Leeds, LS27 0DN""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01501,ETRS89,-1.59921169,53.73648751,0.16,not owned by a public authority,yes,permissioned,full planning permission,19/02/2015,,,7,Change of use and alterations of residential care home to form seven flats; laying out of access and car park,,,7,7,,,,11/07/2016,20/12/2022,5191,426435,426777,14/06481/FU,SHL015011
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01504,,"""Sunny Bank Mills, Town Street, Farsley, LS28 5UJ""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01504,ETRS89,-1.67065950,53.81412582,3.18,not owned by a public authority,yes,permissioned,full planning permission,02/04/2015,,,12,"Hybrid application for Outline of new access, new development, woodland management, full application for demolition, change of use to A1, A2, A3, A4, B1a-c, C1, C2, C3, D1 and D2 uses",,,12,12,,,,11/07/2016,20/12/2022,5194,421682,435390,14/02476/FU,SHL015041
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01505,,"""8 Blenheim Terrace, Woodhouse Lane, Woodhouse, Leeds, LS2 9HZ""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01505,ETRS89,-1.54837351,53.80638162,0.04,not owned by a public authority,yes,permissioned,full planning permission,23/01/2015,,,2,"Change of use from offices to 6no. flats, including a rear extension and the demolition of outbuilding to rear to form a self-contained new build unit",,,2,2,,,,11/07/2016,20/12/2022,5195,429738,434572,14/06573/FU,SHL015051
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01507,,"""Criterion Place North""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01507,ETRS89,-1.54384772,53.79383764,0.35,owned by a public authority,,not permissioned,,,,,210,,,,210,210,,,,11/07/2016,20/12/2022,5196,430045,433179,,SHL015071
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01532,,"""Hudson Road, Hudson Mill (Arcadia), Burmantofts""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01532,ETRS89,-1.51223171,53.80324875,20.20,not owned by a public authority,yes,not permissioned,,,,,470,,,,470,470,,,,11/07/2016,20/12/2022,1145A,432120,434240,,SHL015322
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01563,,"""Main Street and Pitfield Road, Carlton, Wakefield""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01563,ETRS89,-1.48651426,53.73993649,1.15,not owned by a public authority,,not permissioned,,,,,36,,,,36,36,,,,11/07/2016,20/12/2022,129A,433865,427208,,SHL015631
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01573,,"""Great George Street - LGI""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01573,ETRS89,-1.54927470,53.80184095,4.25,not owned by a public authority,,not permissioned,,,,,329,,,,329,329,,,,11/07/2016,20/12/2022,2028A,429682,434067,,SHL015731
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01590,,"""South Parkway / Brooklands Avenue""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01590,ETRS89,-1.47049052,53.81598436,5.32,owned by a public authority,yes,permissioned,full planning permission,09/06/2017,,,90,"Residential development of 272 dwellings, public open space, road link between South Parkway and Brooklands Drive and associated access works",,,90,90,,,,11/07/2016,20/12/2022,2150B,434858,435676,16/07381/FU,SHL015901
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01621,,"""Land south east of Holt Park Leisure Centre, Holt Park, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01621,ETRS89,-1.60471365,53.85446456,1.10,owned by a public authority,,not permissioned,,,,,52,,,,52,52,,,,11/07/2016,20/12/2022,3010A,425999,439899,,SHL016211
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01623,,"""Land at 116 Cardigan Road, Headingley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01623,ETRS89,-1.57535864,53.81378752,0.20,not owned by a public authority,,not permissioned,,,,,10,,,,10,10,,,,11/07/2016,20/12/2022,4058A,427956,435385,,SHL016231
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01657,,"""The Swinnow, Swinnow Lane, Swinnow, Leeds, LS13 4QX""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01657,ETRS89,-1.63976370,53.79947128,0.26,not owned by a public authority,yes,permissioned,full planning permission,27/08/2020,,,8,Demolition of public house and erection of 8 dwellings,,,8,8,,,,11/07/2016,20/12/2022,5203,423724,433769,18/06519/FU,SHL016571
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01658,,"""3 Crowther Avenue, Calverley, Pudsey, LS28 5SA""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01658,ETRS89,-1.70243029,53.82814553,0.44,not owned by a public authority,,not permissioned,,,,,5,,,,5,5,,,,11/07/2016,20/12/2022,5204,419584,436940,,SHL016581
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01662,,"""Ledston Hall, Hall Lane, Ledston, Leeds, WF10 2BB""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01662,ETRS89,-1.34038036,53.75563196,5.20,not owned by a public authority,yes,permissioned,full planning permission,29/05/2015,,,10,"Partial demolition and alterations to Ledston Hall to form 10 dwellings, erection of energy centre and stores with associated works including new access road, balancing ponds and parking.",,,10,10,,,,11/07/2016,20/12/2022,5208,443486,429034,15/00771/FU,SHL016621
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01675,,"""Quarry Hill Leeds LS2 / York Street, LS1""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01675,ETRS89,-1.53134704,53.79817519,2.74,owned by a public authority,yes,permissioned,reserved matters approval,06/09/2021,,,846,"Reserved matters application for appearance, scale and landscaping for Phase 2 development of Blocks B and C for 331 build to rent units and ancillary accommodation together with Class A1 and A3 use and the provision of public realm areas with the Phase 2 area pursuant to Outline Planning Permission 14/06534/OT",,,846,846,,,,11/07/2016,20/12/2022,200_411,430865,433667,20/06989/RM,SHL016751
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01683,,"""Stanningly Road, LS12 3qs""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01683,ETRS89,-1.59134916,53.79892526,0.56,not owned by a public authority,,not permissioned,,,,,22,,,,22,22,,,,11/07/2016,20/12/2022,4249_5010,426913,433726,,SHL016831
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01686,,"""Hydro Works, Clarence Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01686,ETRS89,-1.52605850,53.78849286,1.60,mixed ownership,yes,not permissioned,,,,,105,,,,105,105,,,,11/07/2016,20/12/2022,5212,431221,432592,,SHL016861
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01687,,"""Sayner Lane / Clarence Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01687,ETRS89,-1.52751711,53.78774423,1.43,not owned by a public authority,yes,not permissioned,,,,,113,,,,113,113,,,,11/07/2016,20/12/2022,5213,431125,432508,,SHL016871
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01688,,"""Sayner Lane / Carlisle Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01688,ETRS89,-1.52847804,53.78818470,1.37,owned by a public authority,,not permissioned,,,,,90,,,,90,90,,,,11/07/2016,20/12/2022,5214,431062,432557,,SHL016881
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01698,,"""Thomas Danby College, Roundhay Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01698,ETRS89,-1.53053064,53.80962164,4.82,owned by a public authority,,not permissioned,,,,,118,,,,118,118,,,,11/07/2016,20/12/2022,5221,430911,434941,,SHL016981
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01699,,"""Former Leeds College of Technology, East Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01699,ETRS89,-1.52857055,53.79321660,0.17,not owned by a public authority,yes,permissioned,full planning permission,02/12/2014,,,39,"Conversion of former Leeds College of Technology Building to form 39 residential apartments, including partial demolition of South elevation, two-storey rooftop extension and associated external works to form car parking and amenity space",,,39,39,,,,11/07/2016,20/12/2022,4081,431052,433116,14/05170/FU,SHL016991
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01703,,"""25 Wellington Street, Leeds, LS1 4DL""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01703,ETRS89,-1.54948914,53.79583897,0.04,not owned by a public authority,,not permissioned,,,,,20,,,,20,20,,,,11/07/2016,20/12/2022,5225,429672,433399,,SHL017031
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01704,,"""Land South Of By Pass, Hough End Lane, Bramley, Leeds, LS13 4ET""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01704,ETRS89,-1.62692613,53.80098463,0.95,not owned by a public authority,yes,not permissioned,,,,,36,,,,36,36,,,,11/07/2016,20/12/2022,5226,424569,433942,,SHL017041
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01709,,"""109 - 113 The Headrow""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01709,ETRS89,-1.54426710,53.79908000,0.03,not owned by a public authority,yes,permissioned,determination for permitted development,23/02/2021,,,34,Change of use of offices (B1(a)) to 34 apartments (C3),,,34,34,,,,11/07/2016,20/12/2022,5231,430014,433762,20/08235/DPD,SHL017091
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01710,,"""Rivers House, 21 Park Square South""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01710,ETRS89,-1.55011824,53.79808905,0.11,not owned by a public authority,yes,permissioned,determination for permitted development,04/06/2014,,,7,Determination for conversion of B1 (offices) to C3 (dwellings),,,7,7,,,,11/07/2016,20/12/2022,5232,429629,433649,14/02351/DPD,SHL017101
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01716,,"""Block 1, Whingate House, Whingate, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01716,ETRS89,-1.59729849,53.79498776,0.38,not owned by a public authority,yes,permissioned,determination for permitted development,27/10/2017,,,26,Change of use of second floor from offices to 11 dwellings,,,26,26,,,,11/07/2016,20/12/2022,5238,426524,433286,17/05728/DPD,SHL017161
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01717,,"""Victoria House, Longfield House, Buckingham House, Headingley Office Park, 8 Victoria Road, Leeds, LS6 1PF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01717,ETRS89,-1.56649675,53.81571443,1.38,not owned by a public authority,yes,permissioned,determination for permitted development,19/06/2020,,,116,Change of use and conversion of offices (Class B1) to 78 flats (Class C3),,,116,116,,,,11/07/2016,20/12/2022,5239,428538,435603,20/01367/DPD,SHL017171
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01725,,"""Oulton Hall, Rothwell Lane, Rothwell, Leeds, LS26 8ZF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01725,ETRS89,-1.46005233,53.74433586,0.23,mixed ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,20/12/2022,5246,435606,427711,,SHL017251
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01766,,"""The Old Mill, Miry Lane, Guiseley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01766,ETRS89,-1.68700548,53.86521851,0.40,not owned by a public authority,yes,permissioned,full planning permission,15/10/2020,,,39,Change of use of  former mill building to 39 dwellings and associated works to the building; car parking and landscaping,,,39,39,,,,19/12/2017,20/12/2022,5287,420581,441069,18/05733/FU,SHL017661
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01836,,"""Adel Eastmoor""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01836,ETRS89,-1.57337522,53.85356842,1.51,owned by a public authority,,not permissioned,,,,,27,,,,27,27,,,,19/12/2017,20/12/2022,5350,428060,439812,,SHL018361
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01839,,"""Land At David Street, Holbeck""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01839,ETRS89,-1.54994404,53.79092952,0.45,not owned by a public authority,yes,permissioned,full planning permission,15/06/2016,,,72,"Proposed residential and commercial development comprising 72 dwellings, A1/A2/B1 flexible space at ground floor, associated covered parking area and landscaping",,,72,72,,,,19/12/2017,20/12/2022,5353,429646,432853,15/03167/FU,SHL018391
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01843,,"""Trafalgar House, 29 Park Place""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01843,ETRS89,-1.55147007,53.79724504,0.11,not owned by a public authority,yes,permissioned,determination for permitted development,29/11/2016,,,5,Change of use from offices (B1) to form 40 flats (C3),,,5,5,,,,19/12/2017,20/12/2022,5357,429541,433555,16/06185/DPD,SHL018431
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01846,,"""Caspar, North Street Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01846,ETRS89,-1.53745155,53.80180116,0.47,mixed ownership,yes,permissioned,full planning permission,02/02/2016,,,45,Detached block of six apartments to existing car park,,,45,45,,,,19/12/2017,20/12/2022,2006A,430461,434068,15/07289/FU,SHL018461
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01847,,"""Centenary House, North Street Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01847,ETRS89,-1.53762410,53.80147847,0.26,not owned by a public authority,yes,permissioned,full planning permission,22/11/2017,,,52,"Demolition of existing extension and change of use, extension and alterations of building to form 80 flats and commercial ground floor unit (use class A1, A2, A3 or A4)",,,52,52,,,,19/12/2017,20/12/2022,2006B,430450,434032,17/01230/FU,SHL018471
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01848,,"""Site of Leeds City College, Calverley Lane, Horsforth, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01848,ETRS89,-1.65304376,53.83125710,2.54,not owned by a public authority,yes,permissioned,full planning permission,13/09/2021,,,152,Development of 152 affordable dwellings (C3) with associated access and landscaping,,,152,152,,,,19/12/2017,20/12/2022,5009A,422832,437301,19/05272/FU,SHL018481
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01850,,"""Doncaster Monk Bridge, Globe Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01850,ETRS89,-1.55527915,53.79510896,6.08,not owned by a public authority,yes,permissioned,full planning permission,08/09/2021,,,783,"Hybrid application for full planning permission for the erection of new residential dwellings with ancillary commercial uses (A1, A2, A3, A4, A5, B1, D1 and D2) and landscaped public realm; outline application for an associated 'hub' building in a flexible commercial use (A1, A2, A3, A4, A5, B1, D1 and D2)",,,783,783,,,,21/12/2020,20/12/2022,5359,429291,433316,19/03109/FU,SHL018501
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01852,,"""Kirkstall Road, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01852,ETRS89,-1.56717994,53.79994501,5.16,not owned by a public authority,,not permissioned,,,,,553,,,,553,553,,,,19/12/2017,20/12/2022,3390_3393,428504,433849,,SHL018521
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01870,,"""Land Adjacent To 11 Hall Road, Armley, Leeds, LS12 1UZ""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01870,ETRS89,-1.58870594,53.79623331,0.07,not owned by a public authority,yes,permissioned,full planning permission,11/09/2020,,,9,Detached three storey block of nine flats with car parking.,,,9,9,,,,19/12/2017,20/12/2022,5378,427089,433427,20/01094/FU,SHL018701
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01873,,"""1 Union Court, Westgate, Otley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01873,ETRS89,-1.69759566,53.90344774,0.55,owned by a public authority,yes,permissioned,full planning permission,25/11/2016,,,1,"External alterations to the building, erect new  bin store, reduce number of 41 existing flats by 10, sixteen existing flats have been enlarged within the existing building, one flat will be used as guest accommodation",,,1,1,,,,19/12/2017,20/12/2022,5381,419866,445319,16/05790/FU,SHL018731
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01879,,"""Quarry Court, High Street, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01879,ETRS89,-1.60034176,53.73927926,0.23,not owned by a public authority,yes,permissioned,full planning permission,14/04/2020,,,14,Conversion of part of second floor to five self contained flats and addition of roof light to south west elevation,,,14,14,,,,19/12/2017,20/12/2022,5387,426358,427087,19/07265/FU,SHL018791
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01880,,"""Valley Mills, Whitehall Road, Drighlington""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01880,ETRS89,-1.64308317,53.76484538,1.48,not owned by a public authority,yes,permissioned,outline planning permission,25/03/2020,,,44,"Outline application for a residential development of up to 44 dwellings including demolition of factory, storage and office buildings and terraced houses",,,44,44,,,,19/12/2017,20/12/2022,5388,423525,429916,19/03139/OT,SHL018801
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01882,,"""Hill Top Works & Buslingthorpe Tannery, Buslingthorpe Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01882,ETRS89,-1.53925944,53.81349772,3.23,not owned by a public authority,,not permissioned,,,,,189,,,,189,189,,,,19/12/2017,20/12/2022,125_210,430333,435368,,SHL018821
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01883,,"""Land Adjacent To 320 Pudsey Road, Bramley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01883,ETRS89,-1.63460856,53.79691898,0.26,not owned by a public authority,yes,permissioned,reserved matters approval,21/11/2018,,,9,"Reserved Matters Application for 9 dwellings, including scale, appearance and landscaping",,,9,9,,,,19/12/2017,20/12/2022,5390,424065,433487,18/03445/RM,SHL018831
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01887,,"""Roberts Wharf, Neptune Street, Leeds, LS9 8DX""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01887,ETRS89,-1.52867340,53.79210248,0.56,not owned by a public authority,yes,permissioned,full planning permission,08/12/2016,,,14,Conversion of vacant ground floor office space into 14 apartments,,,14,14,,,,19/12/2017,20/12/2022,5394,431046,432992,15/06753/FU,SHL018871
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01890,,"""2 - 8 Brunswick Court, Bridge Street, Sheepscar""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01890,ETRS89,-1.53346300,53.80130033,0.28,not owned by a public authority,yes,permissioned,determination for permitted development,02/08/2017,,,45,Change of use from office use (class use B1) to dwellings (class use C3),,,45,45,,,,21/12/2020,20/12/2022,5397,430724,434014,17/03881/DPD,SHL018901
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02064,,"""Walford Road Burmantofs Leeds LS9 7QT""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02064,ETRS89,-1.51174432,53.79895944,,not owned by a public authority,yes,not permissioned,,,,,14,,,,14,14,,,,20/12/2022,20/12/2022,5564,432156,433763,,SHL020641
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02065,,"""Hillcrest House, 386 Harehills Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02065,ETRS89,-1.50426844,53.80578943,,not owned by a public authority,yes,permissioned,determination for permitted development,03/09/2020,,,60,Change of use from offices (Class B1) to 60 residential flats (Class C3),,,60,60,,,,20/12/2022,20/12/2022,5565,432643,434526,20/03570/DPD,SHL020651
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01892,,"""The Radius, Springwell Road, Holbeck""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01892,ETRS89,-1.56062105,53.79146778,0.39,not owned by a public authority,yes,permissioned,full planning permission,09/06/2017,,,224,Demolition of existing buildings and erect multi level development comprising 224 apartments and commercial unit with associated car parking and landscaping,,,224,224,,,,21/12/2020,20/12/2022,5399,428942,432908,16/05198/FU,SHL018921
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01893,,"""Global Court, Millshaw Court, Global Avenue""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01893,ETRS89,-1.57121896,53.76473711,3.15,not owned by a public authority,yes,permissioned,determination for permitted development,24/11/2020,,,140,"Change of use of lower ground, upper ground and first floors from offices to 140 dwellings (C3)",,,140,140,,,,21/12/2020,20/12/2022,5400,428262,429930,20/06284/DPD,SHL018931
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01898,,"""Greencroft Works, Kirk Lane, Yeadon""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01898,ETRS89,-1.68967102,53.86520749,0.58,not owned by a public authority,yes,permissioned,full planning permission,12/09/2017,,,8,"Demolition of existing dwelling, garages and industrial buildings and construction of seven industrial units and eight dwellings",,,8,8,,,,21/12/2020,20/12/2022,5405,420406,441067,16/03978/FU,SHL018981
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01904,,"""Salvation Army Church Hall, Opposite 123 Kirkstall Lane, Kirkstall""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01904,ETRS89,-1.59169813,53.81639304,0.26,mixed ownership,yes,permissioned,full planning permission,13/11/2017,,,12,Twelve flats with car parking.,,,12,12,,,,21/12/2020,20/12/2022,5411,426879,435669,17/00789/FU,SHL019041
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01922,,"""Land Off Old Lane And Moorhouse Avenue, Beeston""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01922,ETRS89,-1.56358810,53.76856129,1.23,not owned by a public authority,yes,permissioned,full planning permission,16/07/2020,,,49,"49No. residential dwellings 100% Affordable Housing (Use Class C3) with associated internal access road, car parking and landscaping",,,49,49,,,,21/12/2020,20/12/2022,5422,428762,430359,19/03367/FU,SHL019221
